col_0,REGION,DATE,DATE_parsed,YEAR,MONTH,YEAR_WEEK,DAY,WEEK_DAY,PROFIL_TOTAL,PROFIL_ENT,PROFIL_PRO,PROFIL_RES,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,SUNHOUR,TEMPERATURE_NIGHT_C,TEMPERATURE_MEAN,HOLIDAYS,IS_WEEKEND,IS_LOCKDOWN_1,IS_LOCKDOWN_2,IS_LOCKDOWN_3,IS_LOCKDOWN_TT,IS_PUBLIC_HOLIDAYS
1276,Centre-Val de Loire,2021-09-30T00:00:00.000Z,2021-09-30T00:00:00.000Z,2021,9,39,30,4,19432675,1483971,4590813,13357891,18,6,10,6,15,15,0,73,10,1031,18,18,3,6,12,7,11,0,0,0,0,0,0,0
1277,Hauts-de-France,2021-09-30T00:00:00.000Z,2021-09-30T00:00:00.000Z,2021,9,39,30,4,36345724,1739278,8600019,26006427,15,6,22,6,14,14,0,88,10,1029,39,15,5,4,10,7,10,0,0,0,0,0,0,0
1278,Centre-Val de Loire,2021-10-01T00:00:00.000Z,2021-10-01T00:00:00.000Z,2021,10,39,1,5,20608739,1607618,4665903,14335218,19,9,20,9,18,17,1,63,10,1024,36,19,10,7,10,9,13,0,1,0,0,0,0,0
1279,Hauts-de-France,2021-10-01T00:00:00.000Z,2021-10-01T00:00:00.000Z,2021,10,39,1,5,38896129,1913569,9011286,27971274,15,9,28,9,15,12,3,84,9,1022,59,15,11,7,8,9,12,0,1,0,0,0,0,0
1280,Centre-Val de Loire,2021-10-02T00:00:00.000Z,2021-10-02T00:00:00.000Z,2021,10,39,2,6,20509662,1334024,4187384,14988254,18,12,28,13,17,17,1,91,8,1017,90,19,14,11,7,12,15,0,0,0,0,0,0,0
1281,Hauts-de-France,2021-10-02T00:00:00.000Z,2021-10-02T00:00:00.000Z,2021,10,39,2,6,39069065,1631651,8112416,29324998,16,8,28,8,15,14,2,90,9,1016,75,16,14,7,6,9,12,0,0,0,0,0,0,0
1282,Centre-Val de Loire,2021-10-03T00:00:00.000Z,2021-10-03T00:00:00.000Z,2021,10,39,3,7,20610034,1396856,3716894,15496284,19,12,40,18,14,14,5,88,8,1013,78,20,14,10,9,19,16,0,0,0,0,0,0,0
1283,Hauts-de-France,2021-10-03T00:00:00.000Z,2021-10-03T00:00:00.000Z,2021,10,39,3,7,39396049,1815718,7223540,30356791,16,11,49,16,13,14,5,85,8,1011,76,16,14,8,8,16,15,0,0,0,0,0,0,0
1284,Centre-Val de Loire,2021-10-04T00:00:00.000Z,2021-10-04T00:00:00.000Z,2021,10,40,4,1,21047134,1581636,4444548,15020950,19,10,17,10,18,17,0,85,10,1018,26,19,9,8,11,10,14,0,1,0,0,1,1,0
1285,Hauts-de-France,2021-10-04T00:00:00.000Z,2021-10-04T00:00:00.000Z,2021,10,40,4,1,39807216,1952510,8626507,29228199,18,9,24,9,16,15,0,90,10,1016,38,18,9,7,8,10,13,0,1,0,0,1,1,0
1286,Centre-Val de Loire,2021-10-05T00:00:00.000Z,2021-10-05T00:00:00.000Z,2021,10,40,5,2,21466999,1636806,4768496,15061697,17,10,29,11,15,15,2,92,9,1016,53,17,12,9,7,11,13,0,0,0,0,0,0,0
1287,Hauts-de-France,2021-10-05T00:00:00.000Z,2021-10-05T00:00:00.000Z,2021,10,40,5,2,40462534,1978551,9236216,29247767,14,10,27,10,13,13,1,91,9,1012,49,14,11,8,9,11,12,0,0,0,0,0,0,0
1288,Centre-Val de Loire,2021-10-06T00:00:00.000Z,2021-10-06T00:00:00.000Z,2021,10,40,6,3,22238165,1650471,4766511,15821183,18,8,19,8,16,16,0,95,9,1027,21,18,8,5,11,9,12,0,0,0,0,0,0,0
1289,Hauts-de-France,2021-10-06T00:00:00.000Z,2021-10-06T00:00:00.000Z,2021,10,40,6,3,41993062,2150965,9233022,30609075,16,9,27,9,15,13,0,89,10,1025,42,16,9,6,10,9,12,0,0,0,0,0,0,0
1290,Centre-Val de Loire,2021-10-07T00:00:00.000Z,2021-10-07T00:00:00.000Z,2021,10,40,7,4,22366539,1672022,4899155,15795362,18,7,15,7,16,15,0,91,10,1027,16,18,8,6,11,8,11,0,1,0,0,0,0,0
1291,Hauts-de-France,2021-10-07T00:00:00.000Z,2021-10-07T00:00:00.000Z,2021,10,40,7,4,41967952,2062543,9476612,30428797,16,8,9,8,15,14,0,91,10,1028,29,16,9,6,10,8,11,0,1,0,0,0,0,0
1292,Centre-Val de Loire,2021-10-08T00:00:00.000Z,2021-10-08T00:00:00.000Z,2021,10,40,8,5,22274585,1615489,4903148,15755948,20,8,21,8,18,17,0,92,10,1028,10,20,9,6,11,9,13,0,0,0,0,0,0,0
1293,Hauts-de-France,2021-10-08T00:00:00.000Z,2021-10-08T00:00:00.000Z,2021,10,40,8,5,41789206,1992273,9478943,30317990,18,8,13,8,16,15,0,88,10,1030,9,18,10,7,11,9,12,0,0,0,0,0,0,0
1294,Centre-Val de Loire,2021-10-09T00:00:00.000Z,2021-10-09T00:00:00.000Z,2021,10,40,9,6,22169143,1349642,4428622,16390879,22,10,19,10,20,18,0,93,10,1026,1,24,10,8,11,10,14,0,0,0,0,0,0,0
1295,Hauts-de-France,2021-10-09T00:00:00.000Z,2021-10-09T00:00:00.000Z,2021,10,40,9,6,41869968,1768863,8569049,31532056,21,9,15,9,19,16,0,91,10,1029,0,21,9,8,11,10,14,0,0,0,0,0,0,0
1296,Centre-Val de Loire,2021-10-10T00:00:00.000Z,2021-10-10T00:00:00.000Z,2021,10,40,10,7,22725819,1451486,3993116,17281217,21,8,14,8,19,16,0,85,10,1026,6,22,7,6,11,9,13,0,1,0,0,0,0,0
1297,Hauts-de-France,2021-10-10T00:00:00.000Z,2021-10-10T00:00:00.000Z,2021,10,40,10,7,42832878,1910155,7747614,33175109,18,8,12,8,15,14,0,81,10,1027,8,18,8,7,11,8,11,0,1,0,0,0,0,0
1298,Centre-Val de Loire,2021-10-11T00:00:00.000Z,2021-10-11T00:00:00.000Z,2021,10,41,11,1,23177823,1656614,4761568,16759641,19,7,16,7,17,16,0,87,10,1027,12,20,10,6,11,8,12,0,0,0,0,0,0,0
1299,Hauts-de-France,2021-10-11T00:00:00.000Z,2021-10-11T00:00:00.000Z,2021,10,41,11,1,43180095,2043873,9215170,31921052,16,9,15,10,15,13,0,92,9,1028,42,16,10,9,10,11,12,0,0,0,0,0,0,0
1300,Centre-Val de Loire,2021-10-12T00:00:00.000Z,2021-10-12T00:00:00.000Z,2021,10,41,12,2,23989556,1702863,5128456,17158237,16,7,18,7,15,14,0,92,10,1028,35,16,8,5,9,8,11,0,0,0,0,0,0,0
1301,Hauts-de-France,2021-10-12T00:00:00.000Z,2021-10-12T00:00:00.000Z,2021,10,41,12,2,44506752,2096731,9894934,32515087,15,8,22,8,14,13,1,85,10,1028,62,15,9,6,7,8,11,0,0,0,0,0,0,0
1302,Centre-Val de Loire,2021-10-13T00:00:00.000Z,2021-10-13T00:00:00.000Z,2021,10,41,13,3,24420401,1705197,5071185,17644019,16,9,20,10,15,13,0,90,10,1028,39,16,9,9,10,11,12,0,0,0,0,0,0,0
1303,Hauts-de-France,2021-10-13T00:00:00.000Z,2021-10-13T00:00:00.000Z,2021,10,41,13,3,45278543,2104140,9778677,33395726,14,7,14,8,14,11,0,83,10,1029,43,14,8,6,9,8,10,0,0,0,0,0,0,0
1304,Centre-Val de Loire,2021-10-14T00:00:00.000Z,2021-10-14T00:00:00.000Z,2021,10,41,14,4,25148444,1702270,5291315,18154859,19,6,14,6,16,15,0,79,10,1028,4,19,6,4,11,6,11,0,0,0,0,0,0,0
1305,Hauts-de-France,2021-10-14T00:00:00.000Z,2021-10-14T00:00:00.000Z,2021,10,41,14,4,46353776,2047446,10187640,34118690,17,8,12,8,15,13,0,89,10,1028,25,17,9,6,9,8,11,0,0,0,0,0,0,0
1306,Centre-Val de Loire,2021-10-15T00:00:00.000Z,2021-10-15T00:00:00.000Z,2021,10,41,15,5,25313679,1684222,5319469,18309988,17,7,9,7,15,13,0,70,10,1021,43,17,5,7,9,8,11,0,0,0,0,0,0,0
1307,Hauts-de-France,2021-10-15T00:00:00.000Z,2021-10-15T00:00:00.000Z,2021,10,41,15,5,46550269,2029000,10222189,34299080,15,8,10,8,14,13,0,76,10,1021,52,15,10,6,5,8,11,0,0,0,0,0,0,0
1308,Centre-Val de Loire,2021-10-16T00:00:00.000Z,2021-10-16T00:00:00.000Z,2021,10,41,16,6,24980754,1407567,4761182,18812005,18,9,10,9,17,15,0,83,10,1022,17,18,8,8,11,9,13,0,1,0,0,0,0,0
1309,Hauts-de-France,2021-10-16T00:00:00.000Z,2021-10-16T00:00:00.000Z,2021,10,41,16,6,46219479,1761758,9161201,35296520,15,6,8,6,13,11,0,90,10,1023,1,15,6,4,9,7,9,0,1,0,0,0,0,0
1310,Centre-Val de Loire,2021-10-17T00:00:00.000Z,2021-10-17T00:00:00.000Z,2021,10,41,17,7,25179062,1488826,4292855,19397381,18,8,9,8,16,15,0,85,10,1021,44,18,6,6,8,9,12,0,1,0,0,0,0,0
1311,Hauts-de-France,2021-10-17T00:00:00.000Z,2021-10-17T00:00:00.000Z,2021,10,41,17,7,46620780,1911229,8279725,36429826,14,6,10,6,13,12,0,84,10,1022,40,14,7,5,8,7,10,0,1,0,0,0,0,0
1312,Centre-Val de Loire,2021-10-18T00:00:00.000Z,2021-10-18T00:00:00.000Z,2021,10,42,18,1,24995547,1662134,5040644,18292769,20,9,11,9,18,17,0,72,10,1022,13,20,9,9,10,10,14,0,0,0,0,0,0,0
1313,Hauts-de-France,2021-10-18T00:00:00.000Z,2021-10-18T00:00:00.000Z,2021,10,42,18,1,45894350,2010430,9688892,34195028,17,8,16,8,16,15,0,83,10,1022,17,17,9,6,9,9,12,0,0,0,0,0,0,0
1314,Centre-Val de Loire,2021-10-19T00:00:00.000Z,2021-10-19T00:00:00.000Z,2021,10,42,19,2,22755396,1618446,5036311,16100639,27,15,17,15,23,21,1,80,9,1022,47,27,14,15,9,15,19,0,0,0,0,0,0,0
1315,Hauts-de-France,2021-10-19T00:00:00.000Z,2021-10-19T00:00:00.000Z,2021,10,42,19,2,41888429,1960893,9667795,30259741,25,13,21,15,20,20,1,97,8,1019,60,26,17,13,6,14,17,0,0,0,0,0,0,0
1316,Centre-Val de Loire,2021-10-20T00:00:00.000Z,2021-10-20T00:00:00.000Z,2021,10,42,20,3,22377807,1583074,4918830,15875903,21,16,33,17,20,19,0,73,10,1017,48,23,14,16,7,17,18,0,0,0,0,0,0,0
1317,Hauts-de-France,2021-10-20T00:00:00.000Z,2021-10-20T00:00:00.000Z,2021,10,42,20,3,41294322,1903762,9447383,29943177,20,15,37,17,19,17,1,78,10,1013,61,20,14,17,6,16,17,0,0,0,0,0,0,0
1318,Centre-Val de Loire,2021-10-21T00:00:00.000Z,2021-10-21T00:00:00.000Z,2021,10,42,21,4,23422718,1578696,5170385,16673637,16,9,33,12,16,12,1,75,10,1018,63,16,10,9,7,13,14,0,0,0,0,0,0,0
1319,Hauts-de-France,2021-10-21T00:00:00.000Z,2021-10-21T00:00:00.000Z,2021,10,42,21,4,42995604,1922819,9900906,31171879,14,6,33,11,12,9,5,87,9,1017,72,14,11,5,6,12,11,0,0,0,0,0,0,0
1320,Centre-Val de Loire,2021-10-22T00:00:00.000Z,2021-10-22T00:00:00.000Z,2021,10,42,22,5,25873330,1638981,5428532,18805817,14,4,13,4,13,10,0,78,10,1028,18,14,4,2,8,5,8,0,0,0,0,0,0,0
1321,Hauts-de-France,2021-10-22T00:00:00.000Z,2021-10-22T00:00:00.000Z,2021,10,42,22,5,47095068,2016264,10361395,34717409,11,4,22,4,11,10,0,76,10,1026,44,11,5,1,5,4,7,0,0,0,0,0,0,0
1322,Centre-Val de Loire,2021-10-23T00:00:00.000Z,2021-10-23T00:00:00.000Z,2021,10,42,23,6,26562349,1417657,4942604,20202088,18,7,12,7,15,13,0,72,10,1028,17,18,5,7,8,8,11,1,1,0,0,0,0,0
1323,Hauts-de-France,2021-10-23T00:00:00.000Z,2021-10-23T00:00:00.000Z,2021,10,42,23,6,48345984,1780043,9432776,37133165,14,7,7,7,13,11,0,90,10,1027,24,14,6,6,9,8,10,1,1,0,0,0,0,0
1324,Centre-Val de Loire,2021-10-24T00:00:00.000Z,2021-10-24T00:00:00.000Z,2021,10,42,24,7,27650570,1522564,4554855,21573151,19,4,13,4,16,13,0,84,10,1024,5,20,4,2,9,5,10,1,1,0,0,0,0,0
1325,Hauts-de-France,2021-10-24T00:00:00.000Z,2021-10-24T00:00:00.000Z,2021,10,42,24,7,50066331,1964361,8683209,39418761,17,5,16,5,15,12,0,87,10,1025,1,17,6,3,9,6,10,1,1,0,0,0,0,0
1326,Centre-Val de Loire,2021-10-25T00:00:00.000Z,2021-10-25T00:00:00.000Z,2021,10,43,25,1,27154865,1699896,5226499,20228470,17,8,15,10,15,15,0,82,10,1023,61,17,10,8,5,9,12,1,0,0,0,0,0,0
1327,Hauts-de-France,2021-10-25T00:00:00.000Z,2021-10-25T00:00:00.000Z,2021,10,43,25,1,48818558,2062155,9933785,36822618,15,7,17,9,13,12,0,83,10,1021,77,15,10,7,4,9,11,1,0,0,0,0,0,0
1328,Centre-Val de Loire,2021-10-26T00:00:00.000Z,2021-10-26T00:00:00.000Z,2021,10,43,26,2,26433957,1707079,5392571,19334307,17,8,10,8,15,13,0,95,8,1025,31,17,9,7,9,9,11,1,0,0,0,0,0,0
1329,Hauts-de-France,2021-10-26T00:00:00.000Z,2021-10-26T00:00:00.000Z,2021,10,43,26,2,47484710,2082034,10224655,35178021,16,8,16,8,14,12,0,95,9,1024,49,16,10,6,6,9,11,1,0,0,0,0,0,0
1330,Centre-Val de Loire,2021-10-27T00:00:00.000Z,2021-10-27T00:00:00.000Z,2021,10,43,27,3,26550849,1706977,5381658,19462214,20,9,11,9,17,16,0,89,10,1025,9,20,9,8,9,10,13,1,0,0,0,0,0,0
1331,Hauts-de-France,2021-10-27T00:00:00.000Z,2021-10-27T00:00:00.000Z,2021,10,43,27,3,47468229,2078847,10175342,35214040,18,9,20,9,16,15,0,93,10,1023,18,18,12,7,9,10,13,1,0,0,0,0,0,0
1332,Centre-Val de Loire,2021-10-28T00:00:00.000Z,2021-10-28T00:00:00.000Z,2021,10,43,28,4,26642099,1673307,5449859,19518933,23,8,21,8,20,17,0,76,10,1021,2,24,7,7,9,9,14,1,0,0,0,0,0,0
1333,Hauts-de-France,2021-10-28T00:00:00.000Z,2021-10-28T00:00:00.000Z,2021,10,43,28,4,47383940,2040828,10261681,35081431,20,9,22,9,18,16,0,90,10,1020,1,20,10,7,9,9,13,1,0,0,0,0,0,0
1334,Centre-Val de Loire,2021-10-29T00:00:00.000Z,2021-10-29T00:00:00.000Z,2021,10,43,29,5,26337576,1614627,5381217,19341732,17,10,31,10,17,13,1,83,9,1011,43,17,11,8,6,10,13,1,0,0,0,0,0,0
1335,Hauts-de-France,2021-10-29T00:00:00.000Z,2021-10-29T00:00:00.000Z,2021,10,43,29,5,46954986,1977729,10134587,34842670,16,10,28,10,16,13,0,79,10,1010,45,16,11,7,7,10,12,1,0,0,0,0,0,0
1336,Centre-Val de Loire,2021-10-30T00:00:00.000Z,2021-10-30T00:00:00.000Z,2021,10,43,30,6,25775076,1369015,4878875,19527186,15,10,20,12,13,14,1,93,9,1009,80,15,12,10,4,11,12,1,1,0,0,0,0,0
1337,Hauts-de-France,2021-10-30T00:00:00.000Z,2021-10-30T00:00:00.000Z,2021,10,43,30,6,46160629,1674238,9209772,35276619,13,9,25,9,13,13,1,96,8,1007,85,13,12,6,4,9,11,1,1,0,0,0,0,0
1338,Centre-Val de Loire,2021-10-31T00:00:00.000Z,2021-10-31T00:00:00.000Z,2021,10,43,31,7,25273601,1435879,4405938,19431784,20,11,33,11,19,17,1,94,8,1010,59,21,14,10,7,11,14,1,1,0,0,0,0,0
1339,Hauts-de-France,2021-10-31T00:00:00.000Z,2021-10-31T00:00:00.000Z,2021,10,43,31,7,45342597,1838512,8361974,35142111,16,8,33,9,15,14,3,95,9,1008,67,16,13,6,5,8,12,1,1,0,0,0,0,0
1340,Centre-Val de Loire,2021-11-01T00:00:00.000Z,2021-11-01T00:00:00.000Z,2021,11,44,1,1,27146798,1734589,4549039,20863170,15,10,29,10,14,12,0,88,10,1008,50,15,9,7,7,10,11,1,0,0,0,0,0,1
1341,Hauts-de-France,2021-11-01T00:00:00.000Z,2021-11-01T00:00:00.000Z,2021,11,44,1,1,48076854,1992248,8586341,37498265,12,8,30,9,12,10,0,86,10,1003,60,12,8,5,6,9,10,1,0,0,0,0,0,1
1342,Centre-Val de Loire,2021-11-02T00:00:00.000Z,2021-11-02T00:00:00.000Z,2021,11,44,2,2,29304854,1821893,5670100,21812861,12,8,29,10,12,10,3,89,9,1004,77,12,8,7,5,10,10,1,0,0,0,0,0,0
1343,Hauts-de-France,2021-11-02T00:00:00.000Z,2021-11-02T00:00:00.000Z,2021,11,44,2,2,51477060,2099192,10623794,38754074,10,6,19,8,10,8,1,93,9,1002,85,10,7,5,4,8,9,1,0,0,0,0,0,0
1344,Centre-Val de Loire,2021-11-03T00:00:00.000Z,2021-11-03T00:00:00.000Z,2021,11,44,3,3,30808189,1861852,5870188,23076149,13,5,7,5,11,9,0,92,9,1007,21,13,6,5,8,6,8,1,0,0,0,0,0,0
1345,Hauts-de-France,2021-11-03T00:00:00.000Z,2021-11-03T00:00:00.000Z,2021,11,44,3,3,53837113,2202245,10957303,40677565,11,5,6,5,10,8,0,91,10,1007,57,11,5,4,6,5,7,1,0,0,0,0,0,0
1346,Centre-Val de Loire,2021-11-04T00:00:00.000Z,2021-11-04T00:00:00.000Z,2021,11,44,4,4,32937716,1879688,6144825,24913203,12,5,14,5,10,9,0,92,10,1020,48,12,5,3,7,5,7,1,1,0,0,1,1,0
1347,Hauts-de-France,2021-11-04T00:00:00.000Z,2021-11-04T00:00:00.000Z,2021,11,44,4,4,57152844,2351267,11403364,43398213,11,5,29,5,11,9,2,92,10,1019,63,11,7,3,5,5,8,1,1,0,0,1,1,0
1348,Centre-Val de Loire,2021-11-05T00:00:00.000Z,2021-11-05T00:00:00.000Z,2021,11,44,5,5,33484345,1862665,6197075,25424605,12,6,14,6,10,9,0,89,10,1029,44,12,5,4,8,7,8,1,0,0,0,0,0,0
1349,Hauts-de-France,2021-11-05T00:00:00.000Z,2021-11-05T00:00:00.000Z,2021,11,44,5,5,57976108,2346954,11477368,44151786,11,5,17,6,11,8,0,92,10,1029,59,11,7,3,6,7,8,1,0,0,0,0,0,0
1350,Centre-Val de Loire,2021-11-06T00:00:00.000Z,2021-11-06T00:00:00.000Z,2021,11,44,6,6,34910118,1626188,5804164,27479766,13,6,15,7,11,9,0,90,9,1030,55,13,6,5,7,7,8,1,0,0,0,0,0,0
1351,Hauts-de-France,2021-11-06T00:00:00.000Z,2021-11-06T00:00:00.000Z,2021,11,44,6,6,60071303,1847553,10727757,47495993,12,5,9,5,11,10,0,87,10,1030,44,12,7,3,7,5,8,1,0,0,0,0,0,0
1352,Centre-Val de Loire,2021-11-07T00:00:00.000Z,2021-11-07T00:00:00.000Z,2021,11,44,7,7,33771515,1719090,5127233,26925192,11,6,13,6,10,10,0,93,9,1029,61,11,9,4,4,6,8,1,1,0,0,0,0,0
1353,Hauts-de-France,2021-11-07T00:00:00.000Z,2021-11-07T00:00:00.000Z,2021,11,44,7,7,58021491,2032037,9481734,46507720,12,8,20,11,12,8,0,95,10,1025,79,12,10,8,5,10,10,1,1,0,0,0,0,0
1354,Centre-Val de Loire,2021-11-08T00:00:00.000Z,2021-11-08T00:00:00.000Z,2021,11,45,8,1,33402722,1915070,6089399,25398253,13,7,13,9,12,10,0,66,10,1025,48,13,4,7,6,9,10,0,0,0,0,0,0,0
1355,Hauts-de-France,2021-11-08T00:00:00.000Z,2021-11-08T00:00:00.000Z,2021,11,45,8,1,57019727,2193926,11207831,43617970,10,6,13,6,10,8,0,84,10,1025,50,10,5,4,6,7,8,0,0,0,0,0,0,0
1356,Centre-Val de Loire,2021-11-09T00:00:00.000Z,2021-11-09T00:00:00.000Z,2021,11,45,9,2,34478040,1966172,6494956,26016912,14,4,10,4,12,10,0,89,10,1027,3,14,5,3,9,5,8,0,1,0,0,0,0,0
1357,Hauts-de-France,2021-11-09T00:00:00.000Z,2021-11-09T00:00:00.000Z,2021,11,45,9,2,58550816,2249294,11904749,44396773,12,5,14,5,11,8,0,90,10,1027,16,12,6,3,9,5,7,0,1,0,0,0,0,0
1358,Centre-Val de Loire,2021-11-10T00:00:00.000Z,2021-11-10T00:00:00.000Z,2021,11,45,10,3,35957326,1977175,6563264,27416887,13,4,9,4,11,9,0,87,10,1027,10,13,4,2,8,4,7,0,0,0,0,0,0,0
1359,Hauts-de-France,2021-11-10T00:00:00.000Z,2021-11-10T00:00:00.000Z,2021,11,45,10,3,60810422,2266326,11997501,46546595,13,6,10,6,10,9,0,79,10,1027,36,13,6,4,7,6,8,0,0,0,0,0,0,0
1360,Centre-Val de Loire,2021-11-11T00:00:00.000Z,2021-11-11T00:00:00.000Z,2021,11,45,11,4,35085343,1941105,5614988,27529250,14,5,10,5,12,10,0,79,10,1027,13,14,4,3,8,5,8,0,0,0,0,0,0,1
1361,Hauts-de-France,2021-11-11T00:00:00.000Z,2021-11-11T00:00:00.000Z,2021,11,45,11,4,59413701,2227342,10290580,46895779,13,7,8,7,11,10,0,87,10,1027,22,13,8,5,9,7,9,0,0,0,0,0,0,1
1362,Centre-Val de Loire,2021-11-12T00:00:00.000Z,2021-11-12T00:00:00.000Z,2021,11,45,12,5,35053886,1896320,6425257,26732309,15,6,10,6,13,12,0,65,10,1022,8,15,5,4,9,6,9,0,1,0,0,0,0,0
1363,Hauts-de-France,2021-11-12T00:00:00.000Z,2021-11-12T00:00:00.000Z,2021,11,45,12,5,59182219,2158044,11727110,45297065,14,5,18,5,12,10,0,77,10,1023,18,14,6,2,9,5,8,0,1,0,0,0,0,0
1364,Centre-Val de Loire,2021-11-13T00:00:00.000Z,2021-11-13T00:00:00.000Z,2021,11,45,13,6,32268665,1594310,5682244,24992111,12,10,18,11,11,11,0,89,10,1016,78,12,10,8,4,11,11,0,1,0,0,0,0,0
1365,Hauts-de-France,2021-11-13T00:00:00.000Z,2021-11-13T00:00:00.000Z,2021,11,45,13,6,54798029,1816635,10387484,42593910,12,10,19,11,12,11,1,92,10,1012,87,12,10,9,3,11,11,0,1,0,0,0,0,0
1366,Centre-Val de Loire,2021-11-14T00:00:00.000Z,2021-11-14T00:00:00.000Z,2021,11,45,14,7,31754072,1697472,5077851,24978749,12,9,16,10,11,11,0,87,10,1021,79,12,9,8,5,10,10,0,1,0,0,0,0,0
1367,Hauts-de-France,2021-11-14T00:00:00.000Z,2021-11-14T00:00:00.000Z,2021,11,45,14,7,53984597,2004221,9310622,42669754,11,9,19,10,11,10,0,93,10,1025,75,11,9,8,5,10,11,0,1,0,0,0,0,0
1368,Centre-Val de Loire,2021-11-15T00:00:00.000Z,2021-11-15T00:00:00.000Z,2021,11,46,15,1,33926396,1898034,6303604,25724758,12,6,16,6,10,9,0,96,9,1024,62,12,7,4,6,7,8,0,0,0,0,0,0,0
1369,Hauts-de-France,2021-11-15T00:00:00.000Z,2021-11-15T00:00:00.000Z,2021,11,46,15,1,57188257,2166711,11479332,43542214,12,5,16,5,11,9,0,95,8,1025,23,12,8,3,9,6,8,0,0,0,0,0,0,0
1370,Centre-Val de Loire,2021-11-16T00:00:00.000Z,2021-11-16T00:00:00.000Z,2021,11,46,16,2,34745134,1977942,6668955,26098237,12,5,8,6,10,9,0,94,9,1024,47,12,6,4,8,7,8,0,0,0,0,0,0,0
1371,Hauts-de-France,2021-11-16T00:00:00.000Z,2021-11-16T00:00:00.000Z,2021,11,46,16,2,58251694,2281596,12081114,43888984,11,5,9,5,9,10,0,94,8,1024,54,11,6,3,4,5,7,0,0,0,0,0,0,0
1372,Centre-Val de Loire,2021-11-17T00:00:00.000Z,2021-11-17T00:00:00.000Z,2021,11,46,17,3,34763360,1942482,6518591,26302287,12,8,12,9,11,11,0,87,10,1027,80,12,8,7,4,9,10,0,0,0,0,0,0,0
1373,Hauts-de-France,2021-11-17T00:00:00.000Z,2021-11-17T00:00:00.000Z,2021,11,46,17,3,58211099,2206144,11799054,44205901,11,6,15,8,11,8,0,95,9,1026,59,11,9,6,4,8,9,0,0,0,0,0,0,0
1374,Centre-Val de Loire,2021-11-18T00:00:00.000Z,2021-11-18T00:00:00.000Z,2021,11,46,18,4,35025973,1965043,6688803,26372127,12,5,8,5,10,9,0,93,9,1032,39,12,7,4,8,6,8,0,0,0,0,0,0,0
1375,Hauts-de-France,2021-11-18T00:00:00.000Z,2021-11-18T00:00:00.000Z,2021,11,46,18,4,58400265,2220410,12073076,44106779,11,5,17,5,10,11,0,90,10,1029,77,11,10,3,3,5,8,0,0,0,0,0,0,0
1376,Centre-Val de Loire,2021-11-19T00:00:00.000Z,2021-11-19T00:00:00.000Z,2021,11,46,19,5,35444544,1908327,6726383,26809834,14,5,13,5,12,11,0,90,10,1032,22,14,9,4,8,6,8,0,0,0,0,0,0,0
1377,Hauts-de-France,2021-11-19T00:00:00.000Z,2021-11-19T00:00:00.000Z,2021,11,46,19,5,58873739,2185277,12106453,44582009,13,9,10,10,13,12,0,95,8,1032,77,13,10,10,3,10,11,0,0,0,0,0,0,0
1378,Centre-Val de Loire,2021-11-20T00:00:00.000Z,2021-11-20T00:00:00.000Z,2021,11,46,20,6,36341701,1646058,6184883,28510760,15,6,11,7,13,10,0,91,9,1030,17,15,8,4,9,7,9,0,1,0,0,0,0,0
1379,Hauts-de-France,2021-11-20T00:00:00.000Z,2021-11-20T00:00:00.000Z,2021,11,46,20,6,60436501,1890843,11138400,47407258,13,7,8,7,11,10,0,91,10,1031,39,13,8,7,8,8,9,0,1,0,0,0,0,0
1380,Centre-Val de Loire,2021-11-21T00:00:00.000Z,2021-11-21T00:00:00.000Z,2021,11,46,21,7,37223062,1806111,5674592,29742359,9,5,13,5,9,7,1,91,9,1019,63,9,7,3,4,5,6,0,1,0,0,0,0,0
1381,Hauts-de-France,2021-11-21T00:00:00.000Z,2021-11-21T00:00:00.000Z,2021,11,46,21,7,61777941,2130292,10232145,49415504,10,4,19,9,8,6,1,93,8,1018,73,10,8,5,5,9,8,0,1,0,0,0,0,0
1382,Centre-Val de Loire,2021-11-22T00:00:00.000Z,2021-11-22T00:00:00.000Z,2021,11,47,22,1,38598627,2000358,6866061,29732208,9,3,30,4,8,6,0,84,9,1024,53,9,4,-1,8,5,6,0,0,0,0,0,0,0
1383,Hauts-de-France,2021-11-22T00:00:00.000Z,2021-11-22T00:00:00.000Z,2021,11,47,22,1,63617299,2274645,12308607,49034047,10,3,27,4,10,7,0,89,10,1029,7,10,3,0,9,3,6,0,0,0,0,0,0,0
1384,Centre-Val de Loire,2021-11-23T00:00:00.000Z,2021-11-23T00:00:00.000Z,2021,11,47,23,2,39974116,2066191,7294060,30613865,10,2,28,2,8,7,0,79,10,1027,12,10,1,-3,9,4,5,0,0,0,0,0,0,0
1385,Hauts-de-France,2021-11-23T00:00:00.000Z,2021-11-23T00:00:00.000Z,2021,11,47,23,2,65652417,2366591,13030000,50255826,8,2,12,2,7,6,0,87,10,1032,30,8,5,-1,7,2,4,0,0,0,0,0,0,0
