col_0,REGION,DATE,DATE_parsed,YEAR,MONTH,DAY,PROFIL_TOTAL,PROFIL_ENT,PROFIL_PRO,PROFIL_RES,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,SUNHOUR,TEMPERATURE_NIGHT_C,TEMPERATURE_MEAN,HOLIDAYS,IS_WEEKEND,IS_LOCKDOWN_1,IS_LOCKDOWN_2,IS_LOCKDOWN_3,IS_LOCKDOWN_TT,IS_PUBLIC_HOLIDAYS
1645,Hauts-de-France,2022-04-02T00:00:00.000Z,2022-04-02T00:00:00.000Z,2022,4,2,67378770,1870525,11170138,54338107,4,0,30,0,2,3,0,94,6,1021,98,4,0,-6,7,0,1,0,0,0,0,0,0,0
1647,Hauts-de-France,2022-04-03T00:00:00.000Z,2022-04-03T00:00:00.000Z,2022,4,3,67166910,2092986,10101998,54971926,9,-2,18,-2,8,7,0,78,10,1026,32,9,0,-6,10,-1,3,0,0,0,0,0,0,0
1649,Hauts-de-France,2022-04-04T00:00:00.000Z,2022-04-04T00:00:00.000Z,2022,4,4,64230419,2128569,11478123,50623727,8,0,33,1,8,8,0,86,10,1024,80,8,6,-3,7,1,4,0,0,0,0,0,0,0
1651,Hauts-de-France,2022-04-05T00:00:00.000Z,2022-04-05T00:00:00.000Z,2022,4,5,58080593,2175623,11292907,44612063,13,8,24,9,12,12,0,95,10,1011,96,13,9,6,7,8,10,0,0,0,0,0,0,0
1653,Hauts-de-France,2022-04-06T00:00:00.000Z,2022-04-06T00:00:00.000Z,2022,4,6,55055159,2110708,10696316,42248135,12,8,33,8,11,12,0,79,10,1008,86,12,8,5,7,9,10,0,1,0,0,0,0,0
1655,Hauts-de-France,2022-04-07T00:00:00.000Z,2022-04-07T00:00:00.000Z,2022,4,7,52498039,2058803,10612982,39826254,10,6,45,10,9,10,1,85,9,1002,77,10,6,3,9,9,9,0,0,0,0,0,0,0
1657,Hauts-de-France,2022-04-08T00:00:00.000Z,2022-04-08T00:00:00.000Z,2022,4,8,53263184,2016128,10722580,40524476,7,4,13,5,5,7,1,86,9,1004,89,7,4,2,7,7,6,0,0,0,0,0,0,0
1659,Hauts-de-France,2022-04-09T00:00:00.000Z,2022-04-09T00:00:00.000Z,2022,4,9,55200927,1762647,9878973,43559307,10,2,23,3,9,9,0,91,10,1020,57,10,2,-1,10,3,6,1,1,0,0,0,0,0
1661,Hauts-de-France,2022-04-10T00:00:00.000Z,2022-04-10T00:00:00.000Z,2022,4,10,54039305,1948032,8847267,43244006,11,1,9,1,10,10,0,87,10,1021,42,11,3,-1,9,1,6,1,0,0,0,0,0,0
1663,Hauts-de-France,2022-04-11T00:00:00.000Z,2022-04-11T00:00:00.000Z,2022,4,11,48992047,1938937,9495471,37557639,14,3,25,3,12,13,0,82,10,1019,32,14,8,0,11,4,8,1,0,0,0,0,0,0
1665,Hauts-de-France,2022-04-12T00:00:00.000Z,2022-04-12T00:00:00.000Z,2022,4,12,44563330,1919330,9374567,33269433,19,7,20,7,17,17,0,91,10,1011,30,19,12,5,12,8,12,1,1,0,0,0,0,0
1667,Hauts-de-France,2022-04-13T00:00:00.000Z,2022-04-13T00:00:00.000Z,2022,4,13,43474424,1914720,9154338,32405366,15,10,7,10,13,15,0,91,9,1021,70,15,10,9,8,10,12,1,0,0,0,0,0,0
1669,Hauts-de-France,2022-04-14T00:00:00.000Z,2022-04-14T00:00:00.000Z,2022,4,14,40931968,1899423,8910642,30121903,20,8,16,8,18,18,0,89,10,1027,22,20,12,7,11,9,13,1,0,0,0,0,0,0
1671,Hauts-de-France,2022-04-15T00:00:00.000Z,2022-04-15T00:00:00.000Z,2022,4,15,38961232,1840481,8618235,28502516,19,9,11,9,17,18,0,91,10,1027,21,19,11,9,12,10,14,1,0,0,0,0,0,0
1673,Hauts-de-France,2022-04-16T00:00:00.000Z,2022-04-16T00:00:00.000Z,2022,4,16,37751011,1553125,7804795,28393091,20,9,17,9,19,18,0,86,10,1028,6,20,10,7,12,9,14,1,1,0,0,0,0,0
1675,Hauts-de-France,2022-04-17T00:00:00.000Z,2022-04-17T00:00:00.000Z,2022,4,17,37318408,1681399,7061590,28575419,18,5,15,5,16,17,0,69,10,1029,21,18,8,2,12,6,11,1,1,0,0,0,0,0
1677,Hauts-de-France,2022-04-18T00:00:00.000Z,2022-04-18T00:00:00.000Z,2022,4,18,37994972,1806890,7031839,29156243,16,5,13,5,14,14,0,74,10,1020,55,16,8,3,9,6,10,1,0,0,0,0,0,1
1679,Hauts-de-France,2022-04-19T00:00:00.000Z,2022-04-19T00:00:00.000Z,2022,4,19,39759149,1880447,8567747,29310955,18,7,10,7,16,16,0,84,10,1017,52,18,9,6,10,8,12,1,0,0,0,0,0,0
1681,Hauts-de-France,2022-04-20T00:00:00.000Z,2022-04-20T00:00:00.000Z,2022,4,20,41007944,1862566,8677652,30467726,16,7,21,7,15,15,0,86,10,1013,39,16,7,4,11,8,11,1,0,0,0,0,0,0
1683,Hauts-de-France,2022-04-21T00:00:00.000Z,2022-04-21T00:00:00.000Z,2022,4,21,40599726,1889009,8708563,30002154,16,4,21,4,15,14,0,76,10,1010,26,16,7,1,10,6,10,1,0,0,0,0,0,0
1685,Hauts-de-France,2022-04-22T00:00:00.000Z,2022-04-22T00:00:00.000Z,2022,4,22,39546693,1856792,8535158,29154743,14,6,23,6,13,13,0,94,10,1006,61,14,8,3,8,7,10,1,0,0,0,0,0,0
1687,Hauts-de-France,2022-04-23T00:00:00.000Z,2022-04-23T00:00:00.000Z,2022,4,23,40567326,1618830,7867168,31081328,16,11,30,11,15,13,0,73,10,1002,66,16,10,8,8,11,13,1,1,0,0,0,0,0
1689,Hauts-de-France,2022-04-24T00:00:00.000Z,2022-04-24T00:00:00.000Z,2022,4,24,41535890,1735637,7218051,32582202,15,8,25,8,15,13,1,78,10,1007,67,15,8,5,9,10,11,1,1,0,0,0,0,0
1691,Hauts-de-France,2022-04-25T00:00:00.000Z,2022-04-25T00:00:00.000Z,2022,4,25,41131198,1827206,8341661,30962331,13,6,17,6,13,12,0,93,10,1016,68,13,7,4,9,7,10,0,0,0,0,0,0,0
1693,Hauts-de-France,2022-04-26T00:00:00.000Z,2022-04-26T00:00:00.000Z,2022,4,26,40666087,1891776,8662641,30111670,16,5,19,5,14,15,0,92,10,1023,46,16,6,2,12,7,10,0,0,0,0,0,0,0
1695,Hauts-de-France,2022-04-27T00:00:00.000Z,2022-04-27T00:00:00.000Z,2022,4,27,40091032,1877997,8485132,29727903,17,3,18,3,14,17,0,95,9,1026,15,17,9,0,14,4,10,0,0,0,0,0,0,0
1697,Hauts-de-France,2022-04-28T00:00:00.000Z,2022-04-28T00:00:00.000Z,2022,4,28,38937902,1891019,8488738,28558145,20,5,20,5,19,20,0,90,10,1029,3,20,11,2,14,5,12,0,0,0,0,0,0,0
1699,Hauts-de-France,2022-04-29T00:00:00.000Z,2022-04-29T00:00:00.000Z,2022,4,29,38264425,1854100,8407829,28002496,17,7,16,7,15,16,0,85,10,1030,58,17,8,5,12,8,11,0,0,0,0,0,0,0
1701,Hauts-de-France,2022-04-30T00:00:00.000Z,2022-04-30T00:00:00.000Z,2022,4,30,38462621,1624193,7714210,29124218,17,5,21,5,16,15,0,93,10,1028,12,17,7,1,15,5,10,0,1,0,0,0,0,0
1703,Hauts-de-France,2022-05-01T00:00:00.000Z,2022-05-01T00:00:00.000Z,2022,5,1,38800894,1706316,6873165,30221413,16,5,11,5,14,15,0,87,10,1026,49,16,7,3,12,5,10,0,0,0,0,0,0,1
1705,Hauts-de-France,2022-05-02T00:00:00.000Z,2022-05-02T00:00:00.000Z,2022,5,2,37906809,1709456,7857606,28339747,16,7,16,7,16,14,0,78,10,1021,59,16,7,6,12,8,11,0,1,0,0,0,0,0
1707,Hauts-de-France,2022-05-03T00:00:00.000Z,2022-05-03T00:00:00.000Z,2022,5,3,37203293,1774525,8231183,27197585,16,6,18,6,16,15,0,88,10,1020,42,16,8,3,12,6,11,0,1,0,0,0,0,0
1709,Hauts-de-France,2022-05-04T00:00:00.000Z,2022-05-04T00:00:00.000Z,2022,5,4,37581352,1787253,8178122,27615977,16,5,15,5,15,15,0,92,10,1021,38,16,9,3,13,6,10,0,0,0,0,0,0,0
1711,Hauts-de-France,2022-05-05T00:00:00.000Z,2022-05-05T00:00:00.000Z,2022,5,5,37404229,1815012,8308998,27280219,19,8,12,8,18,17,0,97,8,1026,55,19,11,7,13,8,13,0,0,0,0,0,0,0
1713,Hauts-de-France,2022-05-06T00:00:00.000Z,2022-05-06T00:00:00.000Z,2022,5,6,37166835,1813185,8265390,27088260,20,8,12,8,19,18,0,91,10,1026,37,20,13,8,13,8,13,0,1,0,0,0,0,0
1715,Hauts-de-France,2022-05-07T00:00:00.000Z,2022-05-07T00:00:00.000Z,2022,5,7,36250388,1557288,7423397,27269703,18,9,14,10,17,18,0,91,10,1027,69,18,12,9,12,9,13,0,0,0,0,0,0,0
1717,Hauts-de-France,2022-05-08T00:00:00.000Z,2022-05-08T00:00:00.000Z,2022,5,8,35803360,1628125,6575862,27599373,19,9,22,9,17,19,0,87,10,1028,42,19,11,7,14,10,14,0,0,0,0,0,0,1
1719,Hauts-de-France,2022-05-09T00:00:00.000Z,2022-05-09T00:00:00.000Z,2022,5,9,34925254,1740622,7541795,25642837,22,7,9,8,20,22,0,86,10,1028,25,25,14,6,13,7,14,0,0,0,0,0,0,0
1721,Hauts-de-France,2022-05-10T00:00:00.000Z,2022-05-10T00:00:00.000Z,2022,5,10,34026061,1734100,7839443,24452518,22,13,25,13,21,20,0,87,10,1022,42,25,13,12,14,13,17,0,0,0,0,0,0,0
1723,Hauts-de-France,2022-05-11T00:00:00.000Z,2022-05-11T00:00:00.000Z,2022,5,11,34165610,1739128,7736676,24689806,22,10,29,10,21,19,0,94,9,1017,33,23,14,9,14,10,15,0,1,0,0,0,0,0
1725,Hauts-de-France,2022-05-12T00:00:00.000Z,2022-05-12T00:00:00.000Z,2022,5,12,33896496,1731107,7821395,24343994,18,8,16,8,17,16,0,96,8,1021,57,18,10,7,12,8,12,0,0,0,0,0,0,0
1727,Hauts-de-France,2022-05-13T00:00:00.000Z,2022-05-13T00:00:00.000Z,2022,5,13,34022460,1740807,7849732,24431921,21,7,21,7,20,19,0,94,10,1023,4,23,12,5,15,7,13,0,0,0,0,0,0,0
1729,Hauts-de-France,2022-05-14T00:00:00.000Z,2022-05-14T00:00:00.000Z,2022,5,14,34102271,1590559,7159083,25352629,22,7,7,7,20,22,0,90,10,1023,8,24,11,6,15,7,14,0,1,0,0,0,0,0
1731,Hauts-de-France,2022-05-15T00:00:00.000Z,2022-05-15T00:00:00.000Z,2022,5,15,33725788,1642217,6332113,25751458,22,11,18,11,19,21,0,75,10,1020,54,25,15,11,13,11,16,0,1,0,0,0,0,0
1733,Hauts-de-France,2022-05-16T00:00:00.000Z,2022-05-16T00:00:00.000Z,2022,5,16,33411983,1695365,7324446,24392172,22,15,23,15,22,20,2,97,10,1021,60,25,16,14,13,16,18,0,0,0,0,0,0,0
1735,Hauts-de-France,2022-05-17T00:00:00.000Z,2022-05-17T00:00:00.000Z,2022,5,17,33417416,1789585,7805948,23821883,25,13,8,14,23,25,0,90,10,1022,30,26,15,14,15,13,19,0,0,0,0,0,0,0
1737,Hauts-de-France,2022-05-18T00:00:00.000Z,2022-05-18T00:00:00.000Z,2022,5,18,34042085,1790911,7810363,24440811,27,15,10,15,24,25,0,92,10,1022,27,28,19,15,15,15,20,0,0,0,0,0,0,0
1739,Hauts-de-France,2022-05-19T00:00:00.000Z,2022-05-19T00:00:00.000Z,2022,5,19,33628032,1742136,7957155,23928741,23,14,22,17,23,21,3,95,10,1023,62,25,18,17,13,17,20,0,0,0,0,0,0,0
1741,Hauts-de-France,2022-05-20T00:00:00.000Z,2022-05-20T00:00:00.000Z,2022,5,20,33807817,1734747,7957232,24115838,19,12,17,14,18,19,2,95,10,1022,60,19,17,13,14,13,16,0,0,0,0,0,0,0
1743,Hauts-de-France,2022-05-21T00:00:00.000Z,2022-05-21T00:00:00.000Z,2022,5,21,33610863,1529206,7168886,24912771,20,9,17,10,18,20,0,90,9,1024,34,22,12,8,15,10,15,0,1,0,0,0,0,0
1745,Hauts-de-France,2022-05-22T00:00:00.000Z,2022-05-22T00:00:00.000Z,2022,5,22,33746959,1669862,6277397,25799700,21,9,12,10,18,20,0,86,10,1021,30,24,13,9,16,9,14,0,1,0,0,0,0,0
1747,Hauts-de-France,2022-05-23T00:00:00.000Z,2022-05-23T00:00:00.000Z,2022,5,23,33587339,1698159,7250505,24638675,17,12,26,15,16,17,3,98,10,1008,82,17,16,13,12,14,16,0,0,0,0,0,0,0
1749,Hauts-de-France,2022-05-24T00:00:00.000Z,2022-05-24T00:00:00.000Z,2022,5,24,33602099,1767048,7537605,24297446,17,9,25,9,16,17,1,95,10,1012,60,17,10,6,14,9,13,0,0,0,0,0,0,0
1751,Hauts-de-France,2022-05-25T00:00:00.000Z,2022-05-25T00:00:00.000Z,2022,5,25,34039747,1770779,7435991,24832977,19,7,26,8,18,17,0,93,10,1019,34,19,10,6,15,7,12,0,0,0,0,0,0,0
1753,Hauts-de-France,2022-05-26T00:00:00.000Z,2022-05-26T00:00:00.000Z,2022,5,26,33509119,1752906,6360764,25395449,21,10,21,10,20,19,0,96,9,1024,37,22,13,8,16,11,15,1,0,0,0,0,0,1
1755,Hauts-de-France,2022-05-27T00:00:00.000Z,2022-05-27T00:00:00.000Z,2022,5,27,33338762,1515884,7183205,24639673,20,10,19,12,20,18,0,95,10,1026,51,21,12,11,15,10,15,1,0,0,0,0,0,0
1757,Hauts-de-France,2022-05-28T00:00:00.000Z,2022-05-28T00:00:00.000Z,2022,5,28,33199304,1519332,6867601,24812371,17,8,18,8,17,16,0,90,10,1026,31,17,8,7,16,8,12,1,1,0,0,0,0,0
1759,Hauts-de-France,2022-05-29T00:00:00.000Z,2022-05-29T00:00:00.000Z,2022,5,29,33629240,1637973,6122509,25868758,13,5,18,6,13,13,0,87,10,1022,59,13,6,4,14,5,9,1,1,0,0,0,0,0
1761,Hauts-de-France,2022-05-30T00:00:00.000Z,2022-05-30T00:00:00.000Z,2022,5,30,34162955,1817259,7097887,25247809,17,5,9,6,14,16,0,80,10,1016,38,17,5,5,15,5,11,0,0,0,0,0,0,0
1763,Hauts-de-France,2022-05-31T00:00:00.000Z,2022-05-31T00:00:00.000Z,2022,5,31,33943555,1874648,7518784,24550123,18,9,19,9,18,18,0,75,10,1017,31,18,8,8,16,9,14,0,0,0,0,0,0,0
1765,Hauts-de-France,2022-06-01T00:00:00.000Z,2022-06-01T00:00:00.000Z,2022,6,1,33813770,1611262,7462564,24739944,19,7,14,8,17,19,0,93,9,1021,20,19,9,6,16,7,13,0,0,0,0,0,0,0
1767,Hauts-de-France,2022-06-02T00:00:00.000Z,2022-06-02T00:00:00.000Z,2022,6,2,33296766,1590498,7626376,24079892,22,7,15,8,20,22,0,87,10,1021,16,25,12,6,16,7,14,0,1,0,0,0,0,0
1769,Hauts-de-France,2022-06-03T00:00:00.000Z,2022-06-03T00:00:00.000Z,2022,6,3,33290656,1571816,7707457,24011383,24,10,10,11,22,24,0,75,10,1019,19,25,14,10,16,10,17,0,1,0,0,0,0,0
1771,Hauts-de-France,2022-06-04T00:00:00.000Z,2022-06-04T00:00:00.000Z,2022,6,4,33044038,1373038,7001916,24669084,26,13,16,13,23,23,2,91,9,1018,71,27,19,13,13,14,18,0,0,0,0,0,0,0
1773,Hauts-de-France,2022-06-05T00:00:00.000Z,2022-06-05T00:00:00.000Z,2022,6,5,32654252,1508660,6106084,25039508,24,15,22,16,23,21,5,98,10,1016,72,25,17,16,14,16,19,0,0,0,0,0,0,0
1775,Hauts-de-France,2022-06-06T00:00:00.000Z,2022-06-06T00:00:00.000Z,2022,6,6,33124642,1552738,6106707,25465197,19,11,23,11,19,19,0,87,10,1018,48,19,12,10,15,12,15,0,0,0,0,0,0,1
1777,Hauts-de-France,2022-06-07T00:00:00.000Z,2022-06-07T00:00:00.000Z,2022,6,7,33127329,1637806,7478525,24010998,21,12,17,13,18,20,1,90,9,1016,78,21,15,13,13,12,16,0,0,0,0,0,0,0
1779,Hauts-de-France,2022-06-08T00:00:00.000Z,2022-06-08T00:00:00.000Z,2022,6,8,33378515,1627465,7422926,24328124,21,11,31,12,16,20,2,96,9,1014,70,21,15,11,14,11,15,0,1,0,0,0,0,0
1781,Hauts-de-France,2022-06-09T00:00:00.000Z,2022-06-09T00:00:00.000Z,2022,6,9,32949642,1605742,7481711,23862189,19,11,26,11,17,19,1,91,10,1020,54,19,12,9,14,11,15,0,0,0,0,0,0,0
1783,Hauts-de-France,2022-06-10T00:00:00.000Z,2022-06-10T00:00:00.000Z,2022,6,10,33011404,1595102,7579419,23836883,22,12,18,14,21,21,0,80,10,1023,56,24,15,13,15,13,17,0,0,0,0,0,0,0
1785,Hauts-de-France,2022-06-11T00:00:00.000Z,2022-06-11T00:00:00.000Z,2022,6,11,32975088,1421437,6934695,24618956,23,13,14,15,21,22,0,87,10,1025,48,24,15,15,15,14,18,0,1,0,0,0,0,0
1787,Hauts-de-France,2022-06-12T00:00:00.000Z,2022-06-12T00:00:00.000Z,2022,6,12,33014410,1538121,6137256,25339033,22,10,17,11,21,20,0,90,10,1026,16,24,12,10,16,10,15,0,0,0,0,0,0,0
1789,Hauts-de-France,2022-06-13T00:00:00.000Z,2022-06-13T00:00:00.000Z,2022,6,13,33342586,1607241,7215175,24520170,20,10,13,11,20,20,0,92,9,1026,12,20,10,9,16,10,15,0,0,0,0,0,0,0
1791,Hauts-de-France,2022-06-14T00:00:00.000Z,2022-06-14T00:00:00.000Z,2022,6,14,33533593,1693093,7710498,24130002,25,9,10,10,21,24,0,80,10,1024,9,25,12,9,16,9,16,0,0,0,0,0,0,0
1793,Hauts-de-France,2022-06-15T00:00:00.000Z,2022-06-15T00:00:00.000Z,2022,6,15,34278033,1694427,7821324,24762282,29,12,11,13,25,28,0,79,10,1019,7,30,15,12,17,12,19,0,0,0,0,0,0,0
1795,Hauts-de-France,2022-06-16T00:00:00.000Z,2022-06-16T00:00:00.000Z,2022,6,16,34527174,1728584,8079848,24718742,26,13,11,14,24,26,0,81,10,1023,17,27,15,14,17,14,19,0,0,0,0,0,0,0
1797,Hauts-de-France,2022-06-17T00:00:00.000Z,2022-06-17T00:00:00.000Z,2022,6,17,35327353,1666117,8259851,25401385,34,16,18,17,31,32,0,74,10,1023,7,35,19,17,17,16,24,0,0,0,0,0,0,0
1799,Hauts-de-France,2022-06-18T00:00:00.000Z,2022-06-18T00:00:00.000Z,2022,6,18,35551096,1498519,7509014,26543563,36,19,8,19,33,33,0,68,10,1021,8,38,20,19,17,19,26,0,1,0,0,0,0,0
1801,Hauts-de-France,2022-06-19T00:00:00.000Z,2022-06-19T00:00:00.000Z,2022,6,19,34790590,1586015,6450080,26754495,26,14,28,14,22,25,0,84,10,1014,46,26,16,12,15,15,19,0,1,0,0,0,0,0
1803,Hauts-de-France,2022-06-20T00:00:00.000Z,2022-06-20T00:00:00.000Z,2022,6,20,34183307,1622011,7454087,25107209,24,11,19,12,21,24,0,78,10,1019,16,25,10,10,17,12,17,0,0,0,0,0,0,0
1805,Hauts-de-France,2022-06-21T00:00:00.000Z,2022-06-21T00:00:00.000Z,2022,6,21,33692284,1714304,7850332,24127648,26,10,11,11,22,25,0,82,10,1018,9,26,12,10,17,10,17,0,0,0,0,0,0,0
1807,Hauts-de-France,2022-06-22T00:00:00.000Z,2022-06-22T00:00:00.000Z,2022,6,22,33785374,1715299,7699330,24370745,29,13,15,14,26,27,0,71,10,1011,17,29,14,13,17,13,20,0,0,0,0,0,0,0
1809,Hauts-de-France,2022-06-23T00:00:00.000Z,2022-06-23T00:00:00.000Z,2022,6,23,33390285,1739581,7757931,23892773,29,16,12,16,28,28,0,72,10,1012,35,29,16,16,16,16,22,0,0,0,0,0,0,0
1811,Hauts-de-France,2022-06-24T00:00:00.000Z,2022-06-24T00:00:00.000Z,2022,6,24,33154020,1709985,7677210,23766825,23,15,19,16,21,22,2,92,9,1009,67,25,16,16,14,15,18,0,0,0,0,0,0,0
1813,Hauts-de-France,2022-06-25T00:00:00.000Z,2022-06-25T00:00:00.000Z,2022,6,25,32962387,1503393,6867535,24591459,19,13,19,14,19,17,1,90,9,1011,74,20,15,13,14,13,16,0,1,0,0,0,0,0
1815,Hauts-de-France,2022-06-26T00:00:00.000Z,2022-06-26T00:00:00.000Z,2022,6,26,33158883,1644100,6063787,25450996,21,10,16,10,20,20,0,92,9,1016,32,22,12,9,17,11,15,0,1,0,0,0,0,0
1817,Hauts-de-France,2022-06-27T00:00:00.000Z,2022-06-27T00:00:00.000Z,2022,6,27,33184828,1721898,7086498,24376432,23,13,18,14,19,22,0,86,10,1021,40,24,12,13,16,13,17,0,0,0,0,0,0,0
1819,Hauts-de-France,2022-06-28T00:00:00.000Z,2022-06-28T00:00:00.000Z,2022,6,28,32969549,1777589,7447237,23744723,25,10,14,11,23,25,0,83,10,1022,15,25,10,11,17,10,17,0,0,0,0,0,0,0
1821,Hauts-de-France,2022-06-29T00:00:00.000Z,2022-06-29T00:00:00.000Z,2022,6,29,33418668,1838812,7442024,24137832,26,14,14,14,24,24,0,73,10,1016,14,26,12,13,17,14,19,0,0,0,0,0,0,0
1823,Hauts-de-France,2022-06-30T00:00:00.000Z,2022-06-30T00:00:00.000Z,2022,6,30,33528183,1819085,7572225,24136873,16,12,18,14,14,16,3,96,7,1016,75,16,13,12,13,15,15,0,0,0,0,0,0,0
1825,Hauts-de-France,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022,7,1,31682237,1637482,7231578,22813177,21,9,21,9,19,21,0,93,10,1021,37,21,10,7,16,9,15,0,0,0,0,0,0,0
1827,Hauts-de-France,2022-07-02T00:00:00.000Z,2022-07-02T00:00:00.000Z,2022,7,2,31541187,1485291,6657103,23398793,26,11,16,11,25,25,0,80,10,1022,17,26,12,12,16,11,18,0,0,0,0,0,0,0
1829,Hauts-de-France,2022-07-03T00:00:00.000Z,2022-07-03T00:00:00.000Z,2022,7,3,31426641,1554719,5911475,23960447,24,11,18,12,22,23,0,88,10,1022,15,25,12,11,16,11,17,0,0,0,0,0,0,0
1831,Hauts-de-France,2022-07-04T00:00:00.000Z,2022-07-04T00:00:00.000Z,2022,7,4,31815707,1669322,6962201,23184184,25,11,19,12,22,24,0,92,10,1023,12,25,11,11,16,11,17,0,0,0,0,0,0,0
1833,Hauts-de-France,2022-07-05T00:00:00.000Z,2022-07-05T00:00:00.000Z,2022,7,5,31954475,1728078,7420393,22806004,25,11,18,12,24,24,0,90,10,1026,9,25,11,12,16,11,18,0,1,0,0,0,0,0
1835,Hauts-de-France,2022-07-06T00:00:00.000Z,2022-07-06T00:00:00.000Z,2022,7,6,32105162,1737152,7349140,23018870,24,10,18,11,23,24,0,76,10,1027,32,25,13,11,15,10,17,0,0,0,0,0,0,0
1837,Hauts-de-France,2022-07-07T00:00:00.000Z,2022-07-07T00:00:00.000Z,2022,7,7,31893112,1748781,7420349,22723982,23,14,24,15,20,23,0,89,10,1030,49,24,14,15,15,15,18,1,0,0,0,0,0,0
1839,Hauts-de-France,2022-07-08T00:00:00.000Z,2022-07-08T00:00:00.000Z,2022,7,8,31975618,1736473,7420081,22819064,27,9,16,10,23,26,0,92,9,1032,7,28,13,9,16,9,17,1,1,0,0,0,0,0
1841,Hauts-de-France,2022-07-09T00:00:00.000Z,2022-07-09T00:00:00.000Z,2022,7,9,31621355,1539240,6806961,23275154,28,14,20,15,27,26,0,79,10,1030,21,28,14,15,16,14,21,1,0,0,0,0,0,0
1843,Hauts-de-France,2022-07-10T00:00:00.000Z,2022-07-10T00:00:00.000Z,2022,7,10,31250455,1616544,6035188,23598723,26,11,19,11,23,25,0,90,10,1029,22,26,12,10,16,11,17,1,0,0,0,0,0,0
1845,Hauts-de-France,2022-07-11T00:00:00.000Z,2022-07-11T00:00:00.000Z,2022,7,11,31857928,1755092,7111841,22990995,31,13,15,13,28,29,0,85,10,1025,5,30,12,13,16,13,21,1,0,0,0,0,0,0
1847,Hauts-de-France,2022-07-12T00:00:00.000Z,2022-07-12T00:00:00.000Z,2022,7,12,32439580,1818207,7661300,22960073,34,16,7,17,31,32,0,61,10,1024,40,32,11,17,16,16,24,1,0,0,0,0,0,0
1849,Hauts-de-France,2022-07-13T00:00:00.000Z,2022-07-13T00:00:00.000Z,2022,7,13,32632193,1793995,7720354,23117844,34,20,18,20,33,29,0,45,10,1022,18,33,13,20,16,20,25,1,0,0,0,0,0,0
1851,Hauts-de-France,2022-07-14T00:00:00.000Z,2022-07-14T00:00:00.000Z,2022,7,14,32115555,1775225,6489474,23850856,31,16,26,17,30,27,0,67,10,1022,16,30,13,17,16,16,22,1,0,0,0,0,0,1
1853,Hauts-de-France,2022-07-15T00:00:00.000Z,2022-07-15T00:00:00.000Z,2022,7,15,32043436,1554978,7318721,23169737,28,12,17,12,24,27,0,79,10,1025,11,27,9,12,16,12,18,1,0,0,0,0,0,0
1855,Hauts-de-France,2022-07-16T00:00:00.000Z,2022-07-16T00:00:00.000Z,2022,7,16,31634118,1548802,6867146,23218170,30,13,17,14,27,27,0,63,10,1026,11,29,10,14,16,13,20,1,1,0,0,0,0,0
1857,Hauts-de-France,2022-07-17T00:00:00.000Z,2022-07-17T00:00:00.000Z,2022,7,17,31746251,1630657,6170236,23945358,35,13,13,13,31,33,0,60,10,1026,4,33,8,12,15,13,22,1,1,0,0,0,0,0
1859,Hauts-de-France,2022-07-18T00:00:00.000Z,2022-07-18T00:00:00.000Z,2022,7,18,33396885,1729732,7396084,24271069,42,20,15,20,39,41,0,37,10,1022,4,44,7,20,15,20,30,1,0,0,0,0,0,0
1861,Hauts-de-France,2022-07-19T00:00:00.000Z,2022-07-19T00:00:00.000Z,2022,7,19,33976187,1746903,7868314,24360970,44,22,30,22,41,41,0,39,10,1018,2,46,13,22,15,23,32,1,0,0,0,0,0,0
1863,Hauts-de-France,2022-07-20T00:00:00.000Z,2022-07-20T00:00:00.000Z,2022,7,20,32861310,1753694,7628710,23478906,28,19,22,19,27,24,1,84,10,1017,48,28,17,19,12,20,22,1,0,0,0,0,0,0
1865,Hauts-de-France,2022-07-21T00:00:00.000Z,2022-07-21T00:00:00.000Z,2022,7,21,32320629,1730410,7573873,23016346,26,15,16,16,24,24,0,96,9,1021,71,26,16,15,12,15,20,1,0,0,0,0,0,0
1867,Hauts-de-France,2022-07-22T00:00:00.000Z,2022-07-22T00:00:00.000Z,2022,7,22,32280316,1696570,7522921,23060825,25,13,14,13,23,24,0,90,10,1022,40,26,14,12,13,13,18,1,0,0,0,0,0,0
1869,Hauts-de-France,2022-07-23T00:00:00.000Z,2022-07-23T00:00:00.000Z,2022,7,23,31514140,1536365,6811560,23166215,28,15,14,15,26,27,0,86,10,1020,42,27,14,15,14,15,21,1,1,0,0,0,0,0
1871,Hauts-de-France,2022-07-24T00:00:00.000Z,2022-07-24T00:00:00.000Z,2022,7,24,31537192,1603287,6112376,23821529,36,15,17,16,33,34,0,72,10,1020,14,35,13,16,15,15,25,1,1,0,0,0,0,0
